idx,seed,dataset,accuracy_fp32,accuracy_esp,key,espdl_size_bytes,torch_size_bytes,edgegpu_latency,edgegpu_energy,raspi4_latency,edgetpu_latency,pixel3_latency,eyeriss_latency,eyeriss_energy,eyeriss_arithmetic_intensity,fpga_latency,fpga_energy,average_hw_metric,arch_index,flop,test_acc,arch_0,arch_1,arch_2,arch_3,arch_4,arch_5
2494,888,cifar10,10.0,10.0,200,690800,2693713,0.5540704727172852,2.241215062141418,0.0121501599642215,-1.0,0.00460029,4.628660000000002,0.9733889885,26.596398064089787,3.64816,25.53712,-0.0291342101914564,2494,78.56193,10.0,skip_connect,nor_conv_3x3,nor_conv_3x3,none,none,none
4743,888,cifar10,92.61,92.22,200,731872,2910617,5.251483917236328,24.198837890625,37.96053818005021,0.8945795379986521,15.7015,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352,40261224.444423474,4743,82.49409,92.62,skip_connect,none,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3
29,888,cifar10,89.15,86.0,0,457008,1662475,3.944573402404785,17.77819232463837,25.58540414000163,1.157202287000473,8.38851,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552,18076946.109474752,29,43.17249,89.15,nor_conv_3x3,avg_pool_3x3,none,avg_pool_3x3,avg_pool_3x3,none
825,888,cifar10,90.06,87.04,200,290928,1027759,3.7241649627685542,16.20384175300598,13.87911591999,-1.0,4.74865,6.594740000000003,1.2429283645,3.1315182551169403,3.39216,23.74512,-2625870.7263588924,825,15.64737,90.06,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,none
102,888,cifar10,92.56,92.48,0,586800,2274961,6.229658126831055,27.840342168807982,26.405182060043444,0.8390072399997734,7.77611,3.891380000000001,0.7539199325,19.072037932451035,3.93616,27.55312,9506670.642436223,102,54.96897,92.56,nor_conv_1x1,nor_conv_1x1,skip_connect,nor_conv_3x3,none,nor_conv_1x1
1847,888,cifar10,89.65,83.16,200,710752,2704107,4.569768905639648,21.29055333137512,34.02915408005356,1.1868440590005775,12.0609,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432,41712509.92332254,1847,78.56193,89.65,nor_conv_3x3,skip_connect,none,avg_pool_3x3,nor_conv_3x3,skip_connect
410,888,cifar10,92.89,92.87,200,550368,2068977,5.9148454666137695,26.57145745118459,25.913392580041545,-1.0,11.502,5.120180000000002,1.0004950045,13.63768779714061,3.83056,26.813920000000003,-24647856.03241943,410,51.03681,92.9,none,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,nor_conv_1x1
282,888,cifar10,91.45,90.69,200,712944,2720361,5.451226234436035,25.190116429328917,40.87786973999755,1.3198547580004742,18.2701,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,219098269.94264984,282,78.56193,91.46,skip_connect,nor_conv_3x3,avg_pool_3x3,none,avg_pool_3x3,nor_conv_3x3
2644,888,cifar10,88.95,84.0,200,274848,1032607,6.155157089233398,26.781088495254515,15.561362560038106,1.5441418000009437,8.21223,6.594740000000003,1.2429283645,3.1315182551169403,3.39216,23.74512,21476215.11032252,2644,15.64737,88.93,nor_conv_1x1,avg_pool_3x3,none,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3
1219,888,cifar10,92.26,92.13,200,738240,2917401,3.377351760864258,15.930968255996705,38.89835829999356,-1.0,12.1552,4.874420000000002,1.0046367165,24.63910533031311,4.16336,29.14352,-15115753.94240154,1219,82.49409,92.26,skip_connect,none,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,none
10145,888,cifar10,89.89,89.79,200,459408,1622993,3.72537612915039,17.114377937316895,22.112802880001254,-1.0,9.8287,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,-3302119.3382047582,10145,43.17249,89.87,avg_pool_3x3,none,skip_connect,skip_connect,none,nor_conv_3x3
2541,888,cifar10,92.26,92.09,200,574384,2280737,6.204843521118164,27.95282006263733,29.89600466004049,0.8765203660004772,10.8008,3.891380000000001,0.7539199325,19.072037932451035,3.93616,27.55312,15619241.720058238,2541,54.96897,92.26,nor_conv_1x1,none,skip_connect,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1
2732,888,cifar10,89.97,78.53,200,420576,1650857,6.384482383728027,27.287277708053587,23.284038579949993,0.7934288470023603,5.5661000000000005,2.9083400000000013,0.5032031485,11.358005939767972,3.70896,25.962719999999997,2524608.6754894075,2732,27.44385,89.97,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,none,nor_conv_1x1
6740,888,cifar10,91.36,91.31,200,499344,1869253,3.601160049438477,16.2664399433136,23.030086520011537,0.837086202998762,9.29897,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,8075540.91901056,6740,47.10465,91.36,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,avg_pool_3x3,none
2194,888,cifar10,88.34,10.98,200,545760,2062681,3.1223249435424805,14.247168717384335,27.5411031999829,-1.0,10.0002,3.645620000000001,0.7226722045,20.513714983022073,3.42096,23.94672,-2644255.8017239585,2194,51.03681,88.35,none,nor_conv_1x1,none,nor_conv_1x1,nor_conv_3x3,none
2831,888,cifar10,88.55,10.0,200,586080,2287457,5.9479570388793945,26.569524092674257,25.24143572001776,-1.0,10.5447,3.8913800000000016,0.7539199325,19.072037932451035,3.93616,27.55312,-13383579.284191351,2831,54.96897,88.56,none,none,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1
4365,888,cifar10,92.09,91.79,200,540672,2074419,5.976409912109375,27.001419982910157,23.543417179971584,1.055749397000909,11.5447,5.120180000000003,1.0004950045,13.63768779714061,3.83056,26.813920000000003,24364791.846257877,4365,51.03681,92.09,nor_conv_1x1,none,nor_conv_1x1,skip_connect,avg_pool_3x3,nor_conv_3x3
1711,888,cifar10,87.0,70.72,200,460448,1670423,5.477514266967773,24.537438077926637,23.163000619970266,1.476735837999513,10.0711,7.577780000000003,1.4936451485,7.90320496110317,3.61936,25.33552,48054969.47655968,1711,43.17249,86.99,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none,none,avg_pool_3x3
9409,888,cifar10,88.01,86.28,200,422768,1608494,4.976091384887695,22.28791331291199,23.981937780044973,1.0547707339937915,8.950239999999999,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,5983515.584510729,9409,43.17249,88.01,nor_conv_3x3,skip_connect,avg_pool_3x3,skip_connect,skip_connect,skip_connect
476,888,cifar10,91.73,90.86,200,742464,2946505,5.826811790466309,26.92569728374481,44.32037492006202,1.6704867129992635,17.0988,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792,421327339.6085089,476,82.49409,91.73,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,skip_connect,nor_conv_3x3
6415,888,cifar10,88.29,87.79,200,541760,2081075,3.0251264572143555,14.012385749816891,23.47192262001045,-1.0,7.37641,5.120180000000001,1.0004950044999998,13.63768779714061,3.83056,26.813920000000003,-3861642.4789996226,6415,51.03681,88.29,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,none,avg_pool_3x3,none
2433,888,cifar10,92.43,92.03,200,753168,2935027,5.7750654220581055,26.686577315330503,41.1864498599607,1.2263041269998212,17.4143,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,161565572.80848375,2433,82.49409,92.41,skip_connect,nor_conv_3x3,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3
5895,888,cifar10,92.6,92.27,200,768336,3141025,4.276332855224609,19.431656494140626,25.476896979962476,0.6923599200017634,8.69637,5.120180000000002,1.0358844445000002,23.09419838304203,4.67856,32.74992,10358974.711351896,5895,86.42625,92.6,nor_conv_3x3,skip_connect,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,none
3103,888,cifar10,92.44,91.77,200,740320,2934899,5.954141616821289,25.90647017478943,40.31315767999331,1.2094734120000794,13.7207,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,122994950.92936708,3103,82.49409,92.43,skip_connect,none,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1
3390,888,cifar10,90.86,89.0,200,443520,1621283,4.659271240234375,20.930999501546225,21.33218875998864,1.0613379110000096,8.02526,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,4222579.285797751,3390,43.17249,90.86,nor_conv_3x3,none,none,avg_pool_3x3,skip_connect,skip_connect
8198,888,cifar10,91.67,90.51,200,527616,1877357,5.302634239196777,24.08986734867096,25.091253880018485,-1.0,12.2831,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,-30275583.153703246,8198,47.10465,91.68,avg_pool_3x3,none,nor_conv_1x1,nor_conv_3x3,none,avg_pool_3x3
7278,888,cifar10,92.96,92.18,200,740336,2936437,5.590763092041016,25.96909456253052,42.36983326001791,1.2187731140002145,17.3756,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,155270087.00356412,7278,82.49409,92.98,skip_connect,none,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3
1009,888,cifar10,91.63,52.28,200,757696,2934835,6.762361526489258,30.72817077636719,42.8200169000047,-1.0,14.6382,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-155242301.51684168,1009,82.49409,91.64,none,nor_conv_3x3,skip_connect,nor_conv_1x1,nor_conv_3x3,avg_pool_3x3
6669,888,cifar10,89.59,81.78,200,351328,1462606,6.996641159057617,30.3339377450943,17.585160399976303,1.4520151230026386,8.21318,5.611700000000003,1.0276010205,5.189283784642766,4.01296,28.090719999999997,28933027.548510563,6669,23.51169,89.59,avg_pool_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1
2089,888,cifar10,90.03,89.09,200,582144,2305147,4.584140777587891,19.771399173736572,14.814233759971104,0.8061613310001121,4.268,5.365940000000004,1.0317427325,13.288519297119164,4.34576,30.420320000000004,3381175.1174250618,2089,54.96897,90.03,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,none
3031,888,cifar10,88.83,85.7,200,247552,785789,4.134378433227539,18.22847451210022,12.986495060031302,-1.0,4.60558,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,-874386.8774960513,3031,11.71521,88.84,none,skip_connect,avg_pool_3x3,avg_pool_3x3,none,nor_conv_1x1
5962,888,cifar10,93.38,93.24,200,960528,3777497,4.187006950378418,20.156251459121705,50.176632220027386,0.8820066939988465,21.4387,6.103220000000002,1.2866012285,27.07805086002373,4.90576,34.34032,105925106.4314571,5962,113.95137,93.38,nor_conv_3x3,none,skip_connect,nor_conv_3x3,nor_conv_3x3,none
3952,888,cifar10,91.88,91.46,200,536976,2099597,6.736416816711426,30.091573920249942,33.028002040009596,1.479475160002039,13.2486,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,139230014.79811183,3952,51.03681,91.88,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3
3263,888,cifar10,92.52,92.03,200,756752,3158324,7.555747032165527,34.25964598059654,42.76170313998591,1.3589562820016,14.4142,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,340429459.6724185,3263,86.42625,92.53,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1,avg_pool_3x3,skip_connect
1313,888,cifar10,92.15,25.97,200,804672,3147297,3.2753801345825195,15.449968094825746,33.604427600002964,-1.0,10.7697,5.120180000000003,1.0358844445,23.09419838304203,4.67856,32.74992,-14883613.815579828,1313,86.42625,92.14,none,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,none
9268,888,cifar10,88.47,86.15,200,705360,2730733,3.9583873748779297,17.88003577232361,25.06816925990279,1.1710995440007537,11.5443,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,38826653.09973369,9268,78.56193,88.46,nor_conv_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,none
6329,888,cifar10,92.78,92.29,200,984416,3794995,5.544333457946777,26.178494477272036,54.914928619982675,1.257334464000451,18.1478,7.577780000000003,1.5644240285,20.86006697108513,5.31536,37.20752,426401884.21356255,6329,113.95137,92.77,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3
914,888,cifar10,90.97,89.42,200,758768,2956783,5.052223205566406,23.73534461975098,43.99477703998855,-1.0,15.8726,7.823540000000003,1.5602823165,14.084950458399808,4.98256,34.87792,-177638407.9213225,914,82.49409,90.97,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3
1525,888,cifar10,90.6,85.79,200,733472,2952454,7.184162139892578,32.29819694042206,45.449668359942734,1.6005854300001374,17.1137,7.823540000000004,1.5602823165,14.084950458399808,4.98256,34.87792,612798232.9881122,1525,82.49409,90.61,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,skip_connect,avg_pool_3x3
2882,888,cifar10,92.26,91.98,200,823936,3146657,5.853481292724609,27.04893705368042,40.35976193998067,0.8277430409980298,14.6,5.120180000000003,1.0358844445,23.09419838304203,4.67856,32.74992,62759635.86707053,2882,86.42625,92.26,nor_conv_1x1,nor_conv_1x1,none,none,nor_conv_3x3,nor_conv_3x3
1161,888,cifar10,92.05,91.77,200,973952,3793971,5.612030029296875,26.507488505045572,55.729578000027686,-1.0,23.263900000000003,7.577780000000003,1.5644240284999995,20.86006697108513,5.31536,37.20752,-452185594.72498626,1161,113.95137,92.05,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,nor_conv_3x3,skip_connect
9647,888,cifar10,91.54,91.21,200,506224,1845941,5.055370330810547,24.51517585754394,24.895823539991397,0.99259634000191,10.7462,4.874420000000002,0.9692472765,14.069085832664296,3.31536,23.20752,11963521.57348114,9647,47.10465,91.53,nor_conv_1x1,skip_connect,skip_connect,none,avg_pool_3x3,nor_conv_3x3
10068,888,cifar10,90.74,83.1,200,925552,3816067,6.855430603027344,32.02171634674072,57.20531190003385,1.6732369680030388,25.3019,9.05234,1.8422468285,16.964481165558244,5.72496,40.07472,2034126310.4452343,10068,113.95137,90.73,skip_connect,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3
7135,888,cifar10,92.84,92.06,200,972496,4020398,6.2149810791015625,29.0281049601237,52.13866496000264,1.5060056430011173,20.512,7.823540000000004,1.5956717564999998,20.127304633717245,5.83056,40.81392,863213954.328595,7135,117.88353,92.84,skip_connect,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1
5215,888,cifar10,92.3,92.0,200,793344,3165499,6.7598724365234375,30.97373550415039,44.77761382004246,1.281580987997586,18.2264,6.594740000000003,1.3137072444999998,17.296541182083665,5.08816,35.61712,343839540.3810852,5215,86.42625,92.31,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,nor_conv_3x3,nor_conv_3x3
728,888,cifar10,88.75,87.88,200,501264,1852787,3.277673721313477,14.893749389648438,26.06013285992958,-1.0,9.1149,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.20752,-4215171.586756328,728,47.10465,88.73,nor_conv_3x3,none,nor_conv_1x1,none,avg_pool_3x3,none
8404,888,cifar10,86.32,82.32,200,442176,1615605,4.937038421630859,22.30060255050659,20.85030813999765,0.9469762699955028,9.95897,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,5159062.006654468,8404,43.17249,86.34,avg_pool_3x3,none,nor_conv_3x3,skip_connect,skip_connect,skip_connect
8296,888,cifar10,93.12,93.0,200,769600,2918909,5.361571311950684,24.974199171066285,37.89553417998832,0.79345155700139,15.6848,4.8744200000000015,1.0046367165,24.63910533031311,4.16336,29.14352,37522265.92524537,8296,82.49409,93.12,none,nor_conv_3x3,none,nor_conv_1x1,skip_connect,nor_conv_3x3
9573,888,cifar10,90.01,83.03,200,466400,1689181,4.059782028198242,18.260899562835693,24.32225472002756,1.1603643679991364,11.5665,9.05234,1.7714679485000002,6.427293445223622,4.02896,28.20272,44096403.618697315,9573,43.17249,90.01,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,none
4064,888,cifar10,88.82,88.58,200,221888,742985,2.863335609436035,12.45837323665619,7.353272759937681,0.3920487889990909,2.20969,1.9253,0.3782122365,13.958377020741192,1.64816,11.53712,3146.418601842614,4064,11.71521,88.84,skip_connect,nor_conv_1x1,none,none,none,skip_connect
6257,888,cifar10,86.29,86.21,200,160656,531096,1.4570331573486328,6.19093388557434,2.8578530199592933,0.3751606209989404,1.30502,3.154100000000001,0.6247873085,4.5797302195526095,1.54256,10.79792,414.2759599249739,6257,7.78305,86.28,skip_connect,avg_pool_3x3,skip_connect,skip_connect,none,none
10299,888,cifar10,76.07,20.28,200,256256,793959,4.25295352935791,18.88736662387848,14.61984321998898,-1.0,5.57083,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,-1269087.1980125783,10299,11.71521,76.07,none,none,nor_conv_1x1,avg_pool_3x3,none,avg_pool_3x3
4501,888,cifar10,92.7,91.89,200,735216,2711851,4.743475914001465,22.284849843978883,38.22138857998653,0.9759314929979156,13.3444,6.103220000000002,1.2512117884999998,18.66852444337987,4.05776,28.40432,46311821.53796367,4501,78.56193,92.69,none,nor_conv_3x3,skip_connect,avg_pool_3x3,none,nor_conv_3x3
7412,888,cifar10,92.52,92.22,200,802752,3390702,7.321610450744629,33.77641941189766,46.6040072600299,1.4428550980010186,19.2113,6.840500000000004,1.3449549724999996,16.76104846320963,5.60336,39.22352,645971925.8253416,7412,90.35841,92.5,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,nor_conv_3x3
9718,888,cifar10,93.83,93.54,200,968384,3995766,5.907678604125977,27.44116711616516,53.404363699955866,1.1946617649955442,22.5159,6.348980000000003,1.3178489564999998,25.612956534888895,5.42096,37.94672,400821031.1340293,9718,117.88353,93.83,nor_conv_3x3,skip_connect,nor_conv_1x1,skip_connect,nor_conv_3x3,nor_conv_3x3
8840,888,cifar10,92.46,91.72,200,968240,3796597,5.803532600402832,25.920511104265845,54.03195940001751,1.3270652150022215,18.4306,7.577780000000003,1.5644240284999995,20.86006697108513,5.31536,37.20752,466099163.5015585,8840,113.95137,92.44,skip_connect,nor_conv_3x3,nor_conv_3x3,none,avg_pool_3x3,nor_conv_3x3
4159,888,cifar10,10.0,10.0,200,138864,537752,0.7176017761230469,2.9565193176269533,0.0625218800269067,-1.0,0.0396732,3.154100000000001,0.6247873085,4.5797302195526095,1.54256,10.79792,-0.1727361814625907,4159,7.78305,10.0,none,none,skip_connect,none,skip_connect,avg_pool_3x3
531,888,cifar10,92.65,92.34,200,802736,3379047,7.416567802429199,33.912256276607515,47.749677340034395,1.4391142799995578,17.1625,6.840500000000003,1.3449549724999996,16.76104846320963,5.60336,39.22352,599786400.4611626,531,90.35841,92.65,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3
1896,888,cifar10,93.35,93.19,200,1065664,4231337,6.278948783874512,29.818727774620054,50.28122949996032,1.2399743139994823,17.060200000000002,6.594740000000003,1.3490966845,24.379052645567025,5.93616,41.55312,437047596.1876727,1896,121.81569,93.35,nor_conv_1x1,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,none,nor_conv_3x3
4899,888,cifar10,92.56,91.83,200,533808,2074675,5.600695610046387,25.01830729007721,27.447839279921027,1.0317976309997905,11.4793,5.120180000000002,1.0004950045,13.63768779714061,3.83056,26.813920000000003,23968492.44239833,4899,51.03681,92.57,avg_pool_3x3,nor_conv_3x3,none,nor_conv_1x1,skip_connect,nor_conv_1x1
5585,888,cifar10,83.66,82.76,200,154096,506622,3.413863182067871,15.775461764335631,4.381357759993989,0.4461870970008021,1.27279,1.6795400000000005,0.3469645085,17.487799288179467,1.13296,7.93072,701.6382694821822,5585,7.78305,83.66,skip_connect,skip_connect,none,none,skip_connect,skip_connect
7713,888,cifar10,85.17,81.33,200,461936,1671205,4.352016448974609,19.993163566589356,26.14307463998557,-1.0,11.0291,7.577780000000003,1.4936451485000002,7.90320496110317,3.61936,25.33552,-26038730.96548554,7713,43.17249,85.17,none,avg_pool_3x3,avg_pool_3x3,avg_pool_3x3,none,nor_conv_3x3
9948,888,cifar10,89.03,10.61,200,504112,1859253,3.179926872253418,14.425738255977633,21.976555139990523,-1.0,9.04768,4.8744200000000015,0.9692472765,14.069085832664296,3.31536,23.20752,-3315652.388205919,9948,47.10465,89.0,none,none,avg_pool_3x3,nor_conv_1x1,nor_conv_3x3,none
5325,888,cifar10,92.42,91.95,200,746912,2736197,4.479432106018066,20.699455761909483,37.2286983000231,1.019918878999306,13.046,7.577780000000003,1.5290345885,14.38163596609415,4.46736,31.27152,74346749.69437152,5325,78.56193,92.43,avg_pool_3x3,nor_conv_3x3,none,nor_conv_3x3,none,avg_pool_3x3
3475,888,cifar10,91.56,90.4,200,526080,2074611,6.799793243408203,30.37467641830445,26.403724219999276,1.0984307199978502,11.5937,5.120180000000001,1.0004950044999998,13.63768779714061,3.83056,26.813920000000003,36541806.743368894,3475,51.03681,91.55,nor_conv_3x3,skip_connect,nor_conv_1x1,none,nor_conv_1x1,avg_pool_3x3
9114,888,cifar10,90.74,89.28,200,687664,2748254,6.496858596801758,29.430769443511963,45.93258950000745,1.7547054440001375,17.7226,9.05234,1.8068573885,11.695887305390931,4.87696,34.138720000000006,743770211.4761887,9114,78.56193,90.75,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,avg_pool_3x3
5525,888,cifar10,93.72,93.53,200,1250432,5091433,7.271838188171387,34.79392777085304,69.50246073996823,1.299985551999271,29.2129,7.823540000000004,1.6310611964999997,26.169658809034683,6.67856,46.74992,2660714706.0673537,5525,153.27297,93.72,nor_conv_3x3,none,nor_conv_3x3,nor_conv_3x3,nor_conv_3x3,nor_conv_1x1
9803,888,cifar10,91.43,90.9,200,983584,4045222,7.576537132263184,35.094519996643065,61.51293461996829,1.7660212719929405,25.998,9.298100000000002,1.8734945565,16.576940405799448,6.24016,43.68112,3565730517.8075457,9803,117.88353,91.44,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3
7229,888,cifar10,89.74,10.61,200,474400,1887966,6.245126724243164,27.97192259788513,34.44300117997045,1.7272023129989975,12.6699,7.823540000000004,1.5248928765,8.04259628308237,4.13456,28.941919999999996,187966406.26465255,7229,47.10465,89.75,nor_conv_3x3,skip_connect,avg_pool_3x3,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3
5067,888,cifar10,92.11,82.69,200,769936,2934707,5.967597961425781,27.576270179748533,41.951848000026075,-1.0,15.9766,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-131465261.52425964,5067,82.49409,92.12,none,nor_conv_3x3,skip_connect,avg_pool_3x3,nor_conv_3x3,nor_conv_1x1
9504,888,cifar10,88.65,85.69,200,495968,1870509,3.6353683471679688,15.726603469848634,7.947531359968707,0.7430936599994311,4.0191300000000005,6.348980000000003,1.2470700765,10.234587927941709,3.72496,26.07472,1043583.7372884748,9504,47.10465,88.62,avg_pool_3x3,nor_conv_3x3,avg_pool_3x3,nor_conv_1x1,skip_connect,none
4818,888,cifar10,86.73,82.08,200,442176,1614755,4.905710220336914,22.03808554649353,23.12080600007903,0.94273553200037,9.94844,4.628660000000002,0.9379995485,14.615637999956666,2.80016,19.60112,5586569.824305688,4818,43.17249,86.73,avg_pool_3x3,skip_connect,skip_connect,none,nor_conv_3x3,skip_connect
6064,888,cifar10,90.39,89.79,200,317072,1190105,5.285277366638184,22.79540128231049,14.256005299976096,0.6827384509997501,3.43899,2.416820000000001,0.4407076924999999,12.028393341589998,2.67856,18.74992,215721.7250227108,6064,19.57953,90.39,nor_conv_1x1,skip_connect,nor_conv_1x1,nor_conv_1x1,none,skip_connect
8555,888,cifar10,87.27,45.49,200,456192,1664741,5.428371429443359,24.31367563247681,27.43021639995277,1.4848126280048746,13.3226,7.577780000000003,1.4936451485,7.90320496110317,3.61936,25.33552,74329477.43765023,8555,43.17249,87.27,avg_pool_3x3,nor_conv_3x3,none,avg_pool_3x3,avg_pool_3x3,skip_connect
5822,888,cifar10,92.2,91.71,200,510128,2092422,6.89424991607666,30.796614375114444,29.447399499986204,1.5367124709991913,10.8526,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,110627322.9611313,5822,51.03681,92.19,nor_conv_3x3,nor_conv_1x1,nor_conv_1x1,skip_connect,avg_pool_3x3,avg_pool_3x3
10237,888,cifar10,88.91,14.58,200,504688,2095683,6.637601852416992,29.729818696975705,27.58924923997256,1.4714231020043371,13.4325,6.594740000000003,1.2783178045,10.214029718600305,4.24016,29.681120000000004,114166005.6598894,10237,51.03681,88.91,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_3x3,skip_connect
6963,888,cifar10,88.77,86.96,200,341792,1239373,5.870528221130371,26.071015830039975,19.979139259958178,1.3018225619962325,6.0936,5.365940000000003,0.9963532925,4.733269738063558,3.49776,24.48432,11106439.891446766,6963,19.57953,88.77,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,none,avg_pool_3x3,nor_conv_1x1
6491,888,cifar10,89.51,89.2,200,464048,1820049,3.3339357376098633,14.230904695987702,5.208336919968133,0.4995761640020646,2.03257,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,34862.56451011147,6491,47.10465,89.51,skip_connect,skip_connect,nor_conv_3x3,nor_conv_1x1,skip_connect,none
7965,888,cifar10,86.52,82.9,200,235120,779885,4.058256149291992,17.868501825332643,14.825727980060035,1.0569629020028517,5.723,4.874420000000002,0.9338578365,3.4990663350154834,2.46736,17.271520000000002,1261519.3265023425,7965,11.71521,86.54,skip_connect,avg_pool_3x3,skip_connect,avg_pool_3x3,none,nor_conv_1x1
6842,888,cifar10,89.47,83.77,200,489936,1892767,6.317567825317383,28.136341238021853,32.27906904001429,1.6146190189974732,13.4348,7.823540000000004,1.5248928765,8.04259628308237,4.13456,28.941919999999996,177680221.23441303,6842,47.10465,89.47,avg_pool_3x3,nor_conv_3x3,none,nor_conv_1x1,avg_pool_3x3,avg_pool_3x3
4565,888,cifar10,10.0,10.0,200,488512,1840401,0.5475330352783203,2.2350298500061037,22.00988746000803,-1.0,8.71556,3.3998600000000003,0.6914244764999999,22.498323538851867,2.90576,20.34032,-32615.953534799377,4565,47.10465,10.0,nor_conv_3x3,none,nor_conv_1x1,none,none,none
4980,888,cifar10,86.12,70.69,200,244240,1001982,5.896997451782227,26.79399075508118,18.172083600074984,1.268285936999746,6.34491,5.120180000000001,0.9651055645,4.181177211239183,2.98256,20.87792,7109714.792283675,4980,15.64737,86.14,skip_connect,avg_pool_3x3,nor_conv_1x1,avg_pool_3x3,nor_conv_1x1,skip_connect
7770,888,cifar10,92.65,67.65,200,775792,2943285,5.1686906814575195,24.27389433701833,41.18600249996234,-1.0,13.51,6.348980000000003,1.2824595165,17.923772231415303,4.57296,32.01072,-83208072.01132128,7770,82.49409,92.65,none,nor_conv_3x3,nor_conv_3x3,avg_pool_3x3,none,nor_conv_1x1
